0	0	0
2	0.5	0
2	1	-6.25276
0	1	0
1	0.25	0
2	0.75	-3.01023
1	1	-4.70067
0	0.5	0
1	0.625	-1.92978
0.5	0.5625	-1.42157
1	0.8125	-2.95815
0.5	1	-2.78846
0	0.75	0
0.5	0.78125	-1.91693
0.5	0.125	0
1	0.4375	-0.5788
0.5	0.5625	-0.347778
0	0.25	0
0.5	0.34375	-0.172071
1.5	0.375	0
2	0.625	-1.15427
1.5	0.6875	-0.916727
1	0.4375	-0.626453
1.5	0.53125	-0.535658
1.5	0.6875	-4.47361
2	0.875	-4.95768
1.5	1	-5.9868
1	0.8125	-4.22141
1.5	0.84375	-5.08421
0.25	0.765625	-1.11081
0.5	0.890625	-2.04036
0.25	1	-1.54998
0	0.875	0
0.25	0.882813	-1.27594
0.25	0.296875	-0.0728091
0.5	0.453125	-0.192028
0.25	0.53125	-0.102523
0	0.375	0
0.25	0.414063	-0.0866213
1.25	0.484375	-0.941527
1.5	0.609375	-0.791897
1.25	0.65625	-1.07366
1	0.53125	-1.19073
1.25	0.570313	-1.01244
1.25	0.828125	-5.26484
1.5	0.921875	-5.58313
1.25	1	-5.6837
1	0.90625	-4.81866
1.25	0.914063	-5.44761
0.25	0.53125	-0.630127
0.5	0.671875	-1.30662
0.25	0.765625	-0.730827
0	0.625	0
0.25	0.648438	-0.678689
0.75	0.59375	-1.93652
1	0.71875	-2.31196
0.75	0.796875	-2.10468
0.5	0.671875	-1.78359
0.75	0.695313	-2.01935
0.75	0.796875	-3.2379
1	0.90625	-3.80088
0.75	1	-3.81991
0.5	0.890625	-2.82617
0.75	0.898438	-3.49144
0.25	0.0625	0
0.5	0.234375	-0.0512098
0.25	0.296875	-0.0215995
0	0.125	0
0.25	0.179688	-0.00839788
0.75	0.1875	0
1	0.34375	-0.209268
0.75	0.390625	-0.131324
0.5	0.234375	-0.0557784
0.75	0.289063	-0.066164
0.75	0.390625	-0.609657
1	0.53125	-1.08492
0.75	0.59375	-0.793432
0.5	0.453125	-0.401204
0.75	0.492188	-0.693456
1.25	0.3125	0
1.5	0.453125	-0.216087
1.25	0.484375	-0.192901
1	0.34375	-0.204163
1.25	0.398438	-0.106342
1.75	0.4375	0
2	0.5625	-0.483175
1.75	0.578125	-0.251042
1.5	0.453125	-0.190555
1.75	0.507813	-0.126371
1.75	0.578125	-1.2104
2	0.6875	-1.95011
1.75	0.71875	-1.44039
1.5	0.609375	-0.850003
1.75	0.648438	-1.31841
1.25	0.65625	-3.75762
1.5	0.765625	-4.57145
1.25	0.828125	-4.06042
1	0.71875	-3.31035
1.25	0.742188	-3.91906
1.75	0.71875	-4.25283
2	0.8125	-4.04547
1.75	0.859375	-4.46034
1.5	0.765625	-4.67465
1.75	0.789063	-4.34967
1.75	0.859375	-5.89709
2	0.9375	-5.75362
1.75	1	-6.33858
1.5	0.921875	-5.72728
1.75	0.929688	-6.09918
0.125	0.878906	-0.715239
0.25	0.941406	-1.24039
0.125	1	-0.842938
0	0.9375	0
0.125	0.939453	-0.776481
0.125	0.394531	-0.0338704
0.25	0.472656	-0.0768631
0.125	0.515625	-0.0383093
0	0.4375	0
0.125	0.455078	-0.0402781
1.125	0.550781	-1.41239
1.25	0.613281	-1.08128
1.125	0.640625	-1.25473
1	0.578125	-1.52167
1.125	0.595703	-1.33853
1.125	0.910156	-5.33201
1.25	0.957031	-5.55536
1.125	1	-5.43472
1	0.953125	-4.89149
1.125	0.955078	-5.32533
0.125	0.636719	-0.290333
0.25	0.707031	-0.588687
0.125	0.757813	-0.311373
0	0.6875	0
0.125	0.697266	-0.327317
0.625	0.683594	-1.96199
0.75	0.746094	-2.03619
0.625	0.789063	-1.93903
0.5	0.726563	-1.87292
0.625	0.736328	-1.95244
0.625	0.894531	-3.38596
0.75	0.949219	-3.62589
0.625	1	-3.48397
0.5	0.945313	-2.97325
0.625	0.947266	-3.36998
0.125	0.152344	-0.00151374
0.25	0.238281	-0.00981237
0.125	0.273438	-0.00110507
0	0.1875	0
0.125	0.212891	-0.00259818
0.625	0.261719	-0.11734
0.75	0.339844	-0.0968213
0.625	0.367188	-0.090566
0.5	0.289063	-0.11131
0.625	0.314453	-0.105925
0.625	0.472656	-0.53793
0.75	0.542969	-0.700845
0.625	0.578125	-0.552059
0.5	0.507813	-0.412816
0.625	0.525391	-0.545743
1.125	0.371094	-0.355527
1.25	0.441406	-0.166436
1.125	0.460938	-0.250722
1	0.390625	-0.397883
1.125	0.416016	-0.307042
1.625	0.480469	-0.342693
1.75	0.542969	-0.194322
1.625	0.554688	-0.241241
1.5	0.492188	-0.356355
1.625	0.517578	-0.29434
1.625	0.628906	-1.12432
1.75	0.683594	-1.34957
1.625	0.703125	-1.11263
1.5	0.648438	-0.913183
1.625	0.666016	-1.11935
1.125	0.730469	-3.97302
1.25	0.785156	-3.96908
1.125	0.820313	-3.8109
1	0.765625	-3.78932
1.125	0.775391	-3.89605
1.625	0.777344	-4.70724
1.75	0.824219	-4.4296
1.625	0.851563	-4.59727
1.5	0.804688	-4.85011
1.625	0.814453	-4.65364
1.625	0.925781	-6.28664
1.75	0.964844	-6.24549
1.625	1	-6.29654
1.5	0.960938	-5.93251
1.625	0.962891	-6.24154
0.125	0.757813	-0.507518
0.25	0.824219	-0.997263
0.125	0.878906	-0.516388
0	0.8125	0
0.125	0.818359	-0.556331
0.375	0.773438	-1.58693
0.5	0.835938	-1.8792
0.375	0.886719	-1.5672
0.25	0.824219	-1.29447
0.375	0.830078	-1.57983
0.375	0.886719	-2.09959
0.5	0.945313	-2.35633
0.375	1	-2.11962
0.25	0.941406	-1.61469
0.375	0.943359	-2.04163
0.125	0.273438	-0.0272681
0.25	0.355469	-0.0645553
0.125	0.394531	-0.0320478
0	0.3125	0
0.125	0.333984	-0.0332552
0.375	0.320313	-0.122774
0.5	0.398438	-0.166929
0.375	0.433594	-0.125822
0.25	0.355469	-0.0896054
0.375	0.376953	-0.125986
0.375	0.433594	-0.176078
0.5	0.507813	-0.244162
0.375	0.546875	-0.164214
0.25	0.472656	-0.11358
0.375	0.490234	-0.17091
1.125	0.460938	-1.01613
1.25	0.527344	-0.969086
1.125	0.550781	-0.917231
1	0.484375	-0.91997
1.125	0.505859	-0.971631
1.375	0.507813	-0.846283
1.5	0.570313	-0.678885
1.375	0.589844	-0.766065
1.25	0.527344	-0.953376
1.375	0.548828	-0.805686
1.375	0.589844	-0.96396
1.5	0.648438	-0.86374
1.375	0.671875	-0.920256
1.25	0.613281	-1.02795
1.375	0.630859	-0.942593
1.125	0.820313	-4.98883
1.25	0.871094	-5.28576
1.125	0.910156	-4.87845
1	0.859375	-4.595
1.125	0.865234	-4.93644
1.375	0.835938	-5.39638
1.5	0.882813	-5.33163
1.375	0.917969	-5.27294
1.25	0.871094	-5.35327
1.375	0.876953	-5.33504
1.375	0.917969	-5.91476
1.5	0.960938	-5.8211
1.375	1	-5.91257
1.25	0.957031	-5.63861
1.375	0.958984	-5.85919
0.125	0.515625	-0.264359
0.25	0.589844	-0.54744
0.125	0.636719	-0.293739
0	0.5625	0
0.125	0.576172	-0.303348
0.375	0.546875	-0.98427
0.5	0.617188	-1.27708
0.375	0.660156	-1.02583
0.25	0.589844	-0.744173
0.375	0.603516	-1.00856
0.375	0.660156	-1.1635
0.5	0.726563	-1.49418
0.375	0.773438	-1.10879
0.25	0.707031	-0.819826
0.375	0.716797	-1.13649
0.625	0.578125	-1.81319
0.75	0.644531	-1.93517
0.625	0.683594	-1.77012
0.5	0.617188	-1.64634
0.625	0.630859	-1.79516
0.875	0.609375	-2.06576
1	0.671875	-2.1017
0.875	0.707031	-1.99959
0.75	0.644531	-1.99024
0.875	0.658203	-2.03257
0.875	0.707031	-2.37346
1	0.765625	-2.57462
0.875	0.804688	-2.27761
0.75	0.746094	-2.11826
0.875	0.755859	-2.32533
0.625	0.789063	-2.93451
0.75	0.847656	-3.25415
0.625	0.894531	-2.79795
0.5	0.835938	-2.48888
0.625	0.841797	-2.87049
0.875	0.804688	-3.44214
1	0.859375	-3.37237
0.875	0.902344	-3.27346
0.75	0.847656	-3.36424
0.875	0.853516	-3.35782
0.875	0.902344	-4.19371
1	0.953125	-4.25255
0.875	1	-4.13601
0.75	0.949219	-3.78055
0.875	0.951172	-4.10282
0.125	0.03125	0
0.25	0.121094	-0.00129034
0.125	0.152344	0.00250787
0	0.0625	0
0.125	0.0917969	0.000903891
0.375	0.09375	0
0.5	0.179688	-0.0173911
0.375	0.207031	0.00125214
0.25	0.121094	-0.00100545
0.375	0.150391	-0.00271325
0.375	0.207031	-0.0557832
0.5	0.289063	-0.0954934
0.375	0.320313	-0.0462528
0.25	0.238281	-0.0235361
0.375	0.263672	-0.0515598
0.625	0.15625	0
0.75	0.238281	-0.0224107
0.625	0.261719	0.00168794
0.5	0.179688	-0.0178182
0.625	0.208984	-0.0080275
0.875	0.21875	0
1	0.296875	-0.0791779
0.875	0.316406	0.00643001
0.75	0.238281	-0.0205312
0.875	0.267578	-0.0118181
0.875	0.316406	-0.24205
1	0.390625	-0.359451
0.875	0.414063	-0.196672
0.75	0.339844	-0.124996
0.875	0.365234	-0.218056
0.625	0.367188	-0.477617
0.75	0.441406	-0.610655
0.625	0.472656	-0.460183
0.5	0.398438	-0.327788
0.625	0.419922	-0.472039
0.875	0.414063	-0.752454
1	0.484375	-0.805876
0.875	0.511719	-0.671481
0.75	0.441406	-0.667071
0.875	0.462891	-0.710045
0.875	0.511719	-1.13438
1	0.578125	-1.4249
0.875	0.609375	-1.02882
0.75	0.542969	-0.817159
0.875	0.560547	-1.0787
1.125	0.28125	0
1.25	0.355469	-0.0344913
1.125	0.371094	0.0129931
1	0.296875	-0.074869
1.125	0.326172	-0.0170687
1.375	0.34375	0
1.5	0.414063	-0.0848076
1.375	0.425781	0.0212867
1.25	0.355469	-0.0379538
1.375	0.384766	-0.00589316
1.375	0.425781	-0.266932
1.5	0.492188	-0.354698
1.375	0.507813	-0.208878
1.25	0.441406	-0.165042
1.375	0.466797	-0.237215
1.625	0.40625	0
1.75	0.472656	-0.0457341
1.625	0.480469	0.027523
1.5	0.414063	-0.0746881
1.625	0.443359	-0.00540163
1.875	0.46875	0
